idMiscellaneous,subject,reading,createdat
"860","speedreading","1735768523:BV:2559","2025-01-02 10:25:27"
"825","speedreading","1735769423:BV:2382","2025-01-02 10:40:25"
"825","speedreading","1735769482:BV:2382","2025-01-02 10:41:23"
"825","speedreading","1735769542:BV:2381","2025-01-02 10:42:23"
"825","speedreading","1735769603:BV:2380","2025-01-02 10:43:24"
"825","speedreading","1735769663:BV:0","2025-01-02 10:44:24"
"825","speedreading","1735769783:BV:2619","2025-01-02 10:46:24"
"825","speedreading","1735769903:BV:2376","2025-01-02 10:48:24"
"825","speedreading","1735769963:BV:2374","2025-01-02 10:49:25"
"825","speedreading","1735770022:BV:2374","2025-01-02 10:50:23"
"825","speedreading","1735770082:BV:2373","2025-01-02 10:51:24"
"825","speedreading","1735770202:BV:2371","2025-01-02 10:53:24"
"825","speedreading","1735770263:BV:2370","2025-01-02 10:54:24"
"825","speedreading","1735770323:BV:2369","2025-01-02 10:55:24"
"825","speedreading","1735770382:BV:2369","2025-01-02 10:56:23"
"825","speedreading","1735770442:BV:2368","2025-01-02 10:57:23"
"825","speedreading","1735770503:BV:2366","2025-01-02 10:58:24"
"825","speedreading","1735770563:BV:2366","2025-01-02 10:59:24"
"860","speedreading","1735772122:BV:2542","2025-01-02 11:25:25"
"825","speedreading","1735773024:BV:26623","2025-01-02 11:40:27"
"825","speedreading","1735773143:BV:2321","2025-01-02 11:42:24"
"825","speedreading","1735773203:BV:2320","2025-01-02 11:43:25"
"825","speedreading","1735773262:BV:2318","2025-01-02 11:44:23"
"825","speedreading","1735773322:BV:2317","2025-01-02 11:45:24"
"825","speedreading","1735773383:BV:2316","2025-01-02 11:46:24"
"825","speedreading","1735773443:BV:2315","2025-01-02 11:47:25"
"825","speedreading","1735773502:BV:2313","2025-01-02 11:48:23"
"825","speedreading","1735773563:BV:2312","2025-01-02 11:49:24"
"825","speedreading","1735773623:BV:2311","2025-01-02 11:50:24"
"825","speedreading","1735773682:BV:2309","2025-01-02 11:51:23"
"825","speedreading","1735773742:BV:2309","2025-01-02 11:52:23"
"825","speedreading","1735773802:BV:2307","2025-01-02 11:53:24"
"825","speedreading","1735773922:BV:2304","2025-01-02 11:55:23"
"825","speedreading","1735773982:BV:2303","2025-01-02 11:56:24"
"825","speedreading","1735774043:BV:2301","2025-01-02 11:57:24"
"825","speedreading","1735774102:BV:2300","2025-01-02 11:58:23"
"825","speedreading","1735774162:BV:2299","2025-01-02 11:59:23"
"860","speedreading","1735775723:BV:26623","2025-01-02 12:25:25"
"825","speedreading","1735776624:BV:28671","2025-01-02 12:40:25"
"825","speedreading","1735776682:BV:2238","2025-01-02 12:41:24"
"825","speedreading","1735776743:BV:2236","2025-01-02 12:42:24"
"825","speedreading","1735776803:BV:2235","2025-01-02 12:43:24"
"825","speedreading","1735776863:BV:2233","2025-01-02 12:44:25"
"825","speedreading","1735776922:BV:2231","2025-01-02 12:45:23"
"825","speedreading","1735776982:BV:2229","2025-01-02 12:46:24"
"825","speedreading","1735777043:BV:2227","2025-01-02 12:47:24"
"825","speedreading","1735777103:BV:2225","2025-01-02 12:48:25"
"825","speedreading","1735777162:BV:2224","2025-01-02 12:49:23"
"825","speedreading","1735777223:BV:2221","2025-01-02 12:50:24"
"825","speedreading","1735777283:BV:2220","2025-01-02 12:51:24"
"825","speedreading","1735777343:BV:2218","2025-01-02 12:52:25"
"825","speedreading","1735777402:BV:2216","2025-01-02 12:53:23"
"825","speedreading","1735777462:BV:2213","2025-01-02 12:54:24"
"825","speedreading","1735777523:BV:2211","2025-01-02 12:55:24"
"825","speedreading","1735777583:BV:2209","2025-01-02 12:56:25"
"825","speedreading","1735777642:BV:2207","2025-01-02 12:57:23"
"825","speedreading","1735777702:BV:2205","2025-01-02 12:58:24"
"825","speedreading","1735777763:BV:2203","2025-01-02 12:59:24"
"860","speedreading","1735779323:BV:2529","2025-01-02 13:25:25"
"825","speedreading","1735780224:BV:26623","2025-01-02 13:40:25"
"860","speedreading","1735782923:BV:2550","2025-01-02 14:25:26"
